content,SENTIMEN
"['kok', 'makin', 'update', 'makin', 'berat', 'makin', 'lelet', 'makin', 'banyak', 'bug', 'nya', 'pas', 'main', 'gensin', 'impact', 'malah', 'lebih', 'lancar', 'no', 'delay']",negatif
"['iklan', 'banyak']",negatif
['baguss'],positif
['gut'],positif
"['bagus', 'bangetharga', 'murah', 'dan', 'mudah', 'digunakan']",positif
['bagus'],positif
"['bagus', 'tapi', 'lama', 'kelamaan', 'pegiriman', 'lama', 'sampai']",positif
"['mantab', 'belanja', 'di', 'shopee', 'ayo', 'buruan', 'belanja', 'nunggu', 'kapan', 'lagi']",positif
"['baguss', 'cepat', 'datang', 'nya']",positif
"['bagus', 'tapi', 'banyak', 'penipu', 'kyk', 'aku', 'mau', 'beli', 'barang', 'dtg', 'nya', 'yg', 'lain']",positif
"['game', 'lotnok']",negatif
"['sukses', 'selalu', 'shopee']",positif
['ok'],positif
"['ya', 'allah', 'lelet', 'bangeeeet', 'apalg', 'yang', 'kesabaran', 'ku', 'setipis', 'tisu', 'ini', 'ini', 'apk', 'nya', 'berat', 'gara', 'kebanyakan', 'fitur', 'apa', 'aku', 'kasih', 'bintang', 'saja']",negatif
"['seru', 'bisa', 'belnja']",positif
[],positif
['baik'],positif
['bagus'],positif
"['sering', 'ngelag', 'kesel', 'produk', 'nya', 'juga', 'itu', 'terus', 'yang', 'yg', 'muncul']",negatif
"['shopee', 'nya', 'bangkrut', 'gak', 'jelas', 'bikin', 'shoppe', 'paylater', 'aja', 'ribet', 'sekarang', 'yang', 'ujung', 'ujung', 'nya', 'malah', 'coba', 'lagi', 'tulisan', 'nya', 'shoppe', 'bangkrut']",negatif
"['lho', 'tt']",negatif
"['biar', 'apa', 'si', 'ada', 'shopee', 'vidio', 'segala', 'bikin', 'aplikasi', 'makin', 'berat', 'aja', 'makin', 'lemot', 'gaketulungan']",negatif
"['lemooottt', 'aplikasinya']",negatif
"['sumpah', 'kecewa', 'bgt', 'pembatalan', 'pesanan', 'tuh', 'ga', 'di', 'acc', 'pdhl', 'akun', 'dengan', 'label', 'shopeemall', 'sudah', 'dijelaskan', 'kalo', 'alamatnya', 'salah', 'pembelian', 'lewat', 'shopeepay', 'semuanya', 'lewat', 'shopee', 'tapi', 'service', 'ke', 'pembeli', 'kok', 'kaya', 'gini', 'bye', 'ga', 'akan', 'pake', 'shopee', 'lagi', 'saran', 'buat', 'user', 'lainnya', 'cek', 'dlu', 'deh', 'alamat', 'dan', 'kelengkapannya', 'shopee', 'ga', 'tanggung', 'jwb', 'soal', 'pembatalan']",negatif
['oke'],positif
"['aplikasinya', 'beraaaaaaattttt', 'alias', 'lemoootttttt', 'mending', 'laz', 'lebih', 'ringan']",negatif
"['sangat', 'bagus']",positif
"['aplikasinya', 'aga', 'lelet', 'jadi', 'suka', 'kesel', 'jadinya', 'mau', 'blanja', 'tapi', 'aplikasi', 'lemot', 'masih', 'cepetan', 'yg', 'sebelah']",negatif
"['belanjnya', 'cepat', 'dan', 'mudah']",positif
"['good', 'job']",positif
"['good', 'job']",positif
"['puas', 'bgt', 'blnja', 'di', 'shopeehrga', 'lbh', 'murah', 'dan', 'pelayanan', 'oketrmksh', 'dan', 'sukses', 'trs', 'ya']",positif
"['mempermudah', 'belanja', 'ada', 'gratis', 'ongkirnya', 'lagi']",positif
['asu'],negatif
"['bagus', 'bngetmau', 'apa', 'aja', 'tinggal', 'ki']",positif
"['aplikasi', 'yang', 'sangat', 'amat', 'bermanfaat', 'dan', 'berguna', 'sekali']",positif
"['udh', 'ckup', 'ok', 'lah']",positif
"['aplikasi', 'berat', 'dan', 'sering', 'lag']",negatif
"['seneng', 'deh', 'punya', 'shopee', 'berasa', 'punya', 'mall', 'pribadi']",positif
"['gua', 'heran', 'sama', 'shopemakin', 'kesini', 'makin', 'berat', 'aja', 'buka', 'beranda', 'aja', 'gk', 'pda', 'kliatan', 'foto', 'produknyapadahal', 'sinyal', 'wifi', 'udh', 'kencenggitu', 'kdang', 'suka', 'kecewa', 'mau', 'beli', 'apa', 'lambat', 'bangettlong', 'dong', 'dibenerin', 'lagi', 'kya', 'fitur', 'video', 'jelas', 'ilangin', 'ajamalahan', 'kaya', 'tiktok', 'jdinya', 'ada', 'video', 'bukan', 'jualan', 'malahan', 'video', 'lain']",negatif
"['mantap', 'shoope', 'paling', 'hebat', 'semoga', 'sukses', 'dan', 'jaya', 'terus']",positif
"['dua', 'kali', 'beli', 'menggunakan', 'kurir', 'shopee', 'express', 'barang', 'tidak', 'pernah', 'sampai']",negatif
"['gratis', 'ongkir', 'emg', 'selalu', 'ada', 'tp', 'biaya', 'penanganan', 'semakin', 'naik', 'ku', 'rasa', 'di', 'perbaiki', 'dong', 'tolong']",negatif
"['apk', 'ny', 'lemot', 'berat']",negatif
"['sangat', 'memuaskan', 'terimakasihh']",positif
['good'],positif
"['shoppe', 'mantap']",positif
['luwarbiyasa'],positif
"['memang', 'oke']",positif
"['alham', 'dullillah', 'pesanan', 'nya', 'dh', 'sampai', 'mudah', 'an', 'awet', 'bisa', 'order', 'lg']",positif
"['saya', 'senang', 'sekali', 'berbelanja', 'di', 'shopee', 'bisa', 'gratis', 'ongkir', 'tanpa', 'minimum', 'belanja', 'thanks', 'shopee', 'smoga', 'sukses', 'terus', 'ya', 'maaf', 'gak', 'bisa', 'kasih', 'bintang', 'soalnya', 'msh', 'suka', 'lemot', 'aplikasinya']",positif
"['tiga', 'dulu', 'klo', 'bagus', 'saya', 'tambah']",positif
['lelet'],negatif
"['sangat', 'nyaman']",positif
"['santap', 'bro']",positif
"['sungguh', 'sangat', 'membantu', 'setelah', 'memakai', 'aplikasi', 'shopee', 'belanja', 'lebih', 'mudah', 'dan', 'enak']",positif
"['cuma', 'shopeepaynya', 'penanganan', 'cs', 'terlalu', 'lama', 'semuanya', 'mantab']",positif
['good'],positif
"['tidak', 'mengecewakan', 'pesanan', 'sellu', 'cocok']",positif
['nice'],positif
"['aku', 'suka', 'belanja', 'disini', 'tapi', 'terkadang', 'lelet', 'banget', 'gak', 'bisa', 'lihat', 'barang', 'dan', 'terkadang', 'susah', 'utk', 'checkout']",positif
"['aktivasi', 'spinjam', 'gak', 'bisa', 'spaylatter', 'katanya', 'ada', 'data', 'yang', 'gak', 'sesuai', 'pas', 'telfon', 'ga', 'ada', 'data', 'saya', 'yang', 'gak', 'sesuai', 'semua', 'sesuai', 'kebijakan', 'perusahaan', 'harusnya', 'bisa', 'membantu', 'nasabahnya', 'tapi', 'malah', 'gak', 'bisa', 'di', 'gunakan', 'transaksi']",negatif
"['ayo', 'belanja', 'di', 'shopee', 'mumpung', 'lagi', 'ada', 'diskon', 'super', 'gede']",positif
['bagus'],positif
"['mkaaih', 'selalu', 'pakai', 'jasa', 'shopee']",positif
['mantap'],positif
"['nyaman', 'belanja', 'di', 'shopee']",positif
"['gk', 'semaksimal', 'awaldiupdate', 'malah', 'ngelag', 'bgtdikira', 'sinyalnya', 'yg', 'bapukbuka', 'aplikasi', 'lain', 'lancar', 'kenceng', 'ajapas', 'shopee', 'malah', 'ngelag', 'kaya', 'yg', 'berat']",negatif
['buruk'],negatif
"['makin', 'bobrok']",negatif
"['aplikasi', 'belanja', 'online', 'yg', 'bagus', 'pengrimannya', 'juga', 'cepat', 'dan', 'kurirnya', 'ramah', 'berkembang', 'terus', 'yah']",positif
"['spam', 'iklan', 'trus']",negatif
['fungsional'],positif
"['gila', 'lu', 'shopee', 'ngebanned', 'aku', 'sembarangan', 'pelanggan', 'apa', 'juga', 'gak', 'jelas', 'customer', 'servis', 'bilang', 'kesalahan', 'bukan', 'dari', 'akun', 'saya', 'ditanyain', 'ad', 'kejelasan', 'sama', 'sekali', 'akun', 'jualan', 'ngidupin', 'banyak', 'org', 'diblok', 'sampe', 'hari', 'ad', 'penjualan', 'sama', 'sekali', 'gila', 'banget', 'gila', 'lu', 'bsa', 'handle', 'permasalahan', 'gak', 'solutif', 'akan', 'saya', 'ubah', 'bintang', 'ini', 'sebelum', 'lu', 'benerin', 'kinerja', 'tim', 'terkait', 'lu', 'ngatasi', 'satu', 'akun', 'aj', 'bisa']",negatif
['mantap'],positif
['bagusnya'],positif
"['setelah', 'diupdate', 'malah', 'lemot', 'gini', 'buat', 'video']",negatif
"['aplikasi', 'tolol', 'mending', 'lajada', 'keren', 'emang', 'sopi', 'tolol']",negatif
[],positif
['mantap'],positif
"['heeeii', 'ini', 'knapa', 'sdh', 'bbpa', 'hari', 'kek', 'gini', 'mau', 'live', 'shoppe', 'mau', 'co', 'pasti', 'ada', 'pemberitahuan', 'sedang', 'memuat', 'fitur', 'silahkan', 'tunggu', 'kenapa', 'ini', 'tolong', 'secepatnya', 'perbaiki']",negatif
"['sekelas', 'shopee', 'mall', 'ngirim', 'barang', 'rusak', 'kapokk']",negatif
"['iklanny', 'ngeganggu']",negatif
"['enak', 'bener', 'njir', 'yang', 'hadiah', 'gratisan', 'beneran', 'dong']",positif
"['saya', 'tidak', 'bisa', 'menerima', 'pesan', 'kode', 'otp', 'padahal', 'saya', 'menggunakan', 'no', 'masih', 'aktif', 'sinyal', 'bagus', 'shopee', 'update', 'yang', 'terbaru', 'bahkan', 'saya', 'sudah', 'hapus', 'data', 'tetap', 'tidak', 'bisa', 'hadehhhhhh', 'merugikan', 'si', 'pembeli', 'dan', 'si', 'penjual']",negatif
['mantap'],positif
"['hati', 'barang', 'rusak']",negatif
"['untuk', 'aplikasi', 'sudah', 'cukup', 'bagus', 'tapi', 'masukan', 'saran', 'buat', 'shopee', 'tolong', 'tab', 'chat', 'toko', 'dan', 'chat', 'kita', 'sebagai', 'pembeli', 'dipisah', 'donk', 'jangan', 'dicampur', 'gini', 'jadi', 'pusing', 'lihatnya', 'apalagi', 'kalau', 'chat', 'udah', 'banyak', 'sama', 'seperti', 'tab', 'penilaian', 'yang', 'dipisah', 'antara', 'penilaian', 'toko', 'dan', 'penilaian', 'kita', 'sebagai', 'pembeli', 'mohon', 'saran', 'ini', 'dipertimbangkan', 'thanks']",positif
[],positif
['bagus'],positif
"['shopee', 'mega', 'big', 'sale']",positif
"['mantap', 'mmng', 'shoope']",positif
"['pengirim', 'cepat', 'dan', 'kurir', 'nya', 'ramahngk', 'rugi', 'berlangganan', 'di', 'shopeeok', 'banget']",positif
"['tinnkat', 'kan']",positif
"['ko', 'ubj', 'kutu', 'bu']",negatif
"['bagus', 'untuk', 'mwmbeli', 'kebutuhan']",positif
"['sangat', 'membantu']",positif
['baguss'],positif
"['oke', 'barang', 'nya', 'aman']",positif
"['payah', 'kenapa', 'shopee', 'sekarang', 'gak', 'bisa', 'cod', 'padahal', 'paket', 'selalu', 'ku', 'bayar']",negatif
"['shoppe', 'pelit', 'tidak', 'ada', 'gratis', 'ongkir', 'walaupun', 'event', 'saya', 'mau', 'beli', 'instan', 'jam', 'tapi', 'harus', 'pakek', 'minimal', 'belanja', 'saya', 'kasih', 'bintang', 'gak', 'kayak', 'dulu']",negatif
"['setelah', 'di', 'update', 'ternyata', 'makin', 'lelet']",negatif
"['punya', 'saldo', 'di', 'shopepay', 'mau', 'transfer', '/', 'cek', 'saldo', 'aja', 'susah', 'bgt', 'lemot', 'bgt', 'udah', 'di', 'update', 'di', 'download', 'lagi', 'juga', 'masih', 'lemot', 'udah', 'refresh', 'berkali', 'kali', 'di', 'waktu', 'yg', 'berbeda', 'masih', 'sama', 'aja']",negatif
"['penjualan', 'toko', 'online', 'dg', 'respon', 'yg', 'baik', 'cepat', '&', 'terpercaya']",positif
"['huft', 'shopee', 'makin', 'kesini', 'semakin', 'jelek', 'dari', 'yg', 'banyak', 'bug', 'seperti', 'saat', 'mau', 'mengganti', 'nama', 'akun', 'tetapi', 'tidak', 'bisa', 'baru', 'buat', 'akun']",negatif
['good'],positif
['dv'],negatif
"['oke', 'lah']",positif
"['dari', 'apk', 'sih', 'bagus', 'cuma', 'dari', 'pihak', 'shopee', 'express', 'lambat', 'dalam', 'pengiriman', 'niat', 'hati', 'nunggu', 'tapi', 'malah', 'di', 'bikin', 'kesel', 'krna', 'pihak', 'kurir', 'yg', 'gak', 'ada', 'komunikasi', 'sama', 'customer', 'khusus', 'buat', 'shopee', 'express', 'slawi', 'kab', 'tegal', 'mending', 'di', 'bubarin', 'semua', 'management', 'banyak', 'yg', 'komplain', 'perihal', 'pengirimannya', 'apa', 'memang', 'pihak', 'kurir', 'di', 'sini', 'malesan', 'pdhl', 'di', 'gaji', 'tapi', 'gk', 'mikirin', 'pihak', 'apk', 'yg', 'membuat', 'nama', 'apk', 'jadi', 'buruk', 'gara', 'oknum', 'yang', 'malesan', 'mending', 'perbaiki', 'lagi', 'management', 'di', 'slawi', 'jelek', 'banget']",positif
"['cepat', 'dan', 'sesuai', 'pesanan']",positif
"['dengan', 'adanya', 'shopee', 'bersama', 'fitur', 'nya', 'yg', 'oke', 'saya', 'benar', 'benar', 'merasa', 'terbantu', 'dlm', 'berbisnis']",positif
['trimakasih'],positif
['iu'],ngatif
['ok'],positif
['baik'],positif
"['oke', 'lah', 'harga', 'murah', 'murah']",positif
"['shopee', 'kok', 'bekukan', 'payliternya', 'bayar', 'gak', 'tlat']",negatif
"['makin', 'kesini', 'makin', 'lelet', 'padahal', 'jaringan', 'stabil']",negatif
"['gajelas', 'tiba', 'tiba', 'buka', 'shopee', 'kok', 'ada', 'daftar', 'pengikut', 'dan', 'diikuti', 'tanpa', 'adanya', 'konfirmasi', 'dari', 'saya', 'selaku', 'pengguna', 'padahal', 'saya', 'tidak', 'pernah', 'menambahkan', 'pertemanan', 'apapun', 'tolong', 'hargai', 'privasi', 'walaupun', 'terhubung', 'terhadap', 'akun', 'sosmed', 'bukan', 'berarti', 'pihak', 'shopee', 'langsung', 'membuat', 'mereka', 'menjadi', 'teman', 'juga', 'di', 'shope', 'hargai', 'privasi']",negatif
"['sangn', 'membantu', 'dalam', 'belanja']",positif
"['ok', 'deh', 'shopee', 'sarannya', 'cuma', 'sekali', 'kasih', 'gift', 'dong', 'buat', 'pelanggan', 'setia', 'yaa']",positif
['bagus'],positif
"['saya', 'kasi', 'bintang', 'karna', 'sitem', 'cod', 'berkurang', 'masa', 'mau', 'beli', 'ribu', 'aja', 'mau', 'tf', 'dulu']",negatif
"['kurirny', 'mohon', 'untuk', 'diperhatikan', 'lg', 'tidak', 'menghubungi', 'dulu', 'asal', 'menaruh', 'barang', 'ke', 'alamat', 'yang', 'salah']",negatif
"['bangusssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss', 'bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt']",positif
"['plusminesbelanjaonline', 'minesnya', 'barang', 'nya', 'aja', 'belumkita', 'pegang', 'dibatalkanngga', 'bisa', 'padahalcuma', 'karena', 'mau', 'ganti', 'sistem', 'pembayaran', 'sudah', 'langganan', 'pula', 'tapi', 'ngga', 'diijinkan', 'melakukan', 'pembatalan', 'dengan', 'alasan', 'resisudah', 'dicetak']",positif
"['pelayann', 'buruk', 'pengirimn', 'buruk', 'lewati']",negatif
"['aplikasi', 'parah', 'berat', 'hp', 'ram', 'aja', 'lemot']",negatif
"['belanja', 'jadi', 'lebih', 'mudah']",positif
"['ribettttt', 'masa', 'reset', 'handphone', 'pembayaran', 'shopie', 'di', 'blokir', 'blok']",negatif
"['suka', 'bgt', 'sama', 'aslinya', 'memudahkan', 'semua', 'orang', 'berbelanja', 'tanpa', 'ribettinggal', 'duduk', 'anteng', 'di', 'rumah', 'paket', 'nyampe', 'deh']",positif
['josss'],positif
"['sudah', 'lama', 'belanja', 'masih', 'ad', 'penipuan', 'di', 'sini', 'entah', 'komplotan', 'join', 'sama', 'sophie', 'jualan', 'gak', 'sesuai', 'gakbar', 'kick', 'gak', 'sesuai', 'diskripsi', 'keluar', 'kan', 'ya', 'jual', 'itu', 'aj', 'repot', 'tggu', 'reting', 'banyak', 'lah', 'korban', ""'"", 'gak', 'jelas', 'shopy']",negatif
"['shopee', 'sangat', 'membantu']",positif
"['pelayanan', 'bagus']",positif
"['shopee', 'memang', 'bagus', 'bayak', 'diskon', 'dan', 'gratis', 'ongkir']",positif
"['apk', 'shopee', 'ini', 'yang', 'terbaik', 'bagi', 'kita', 'semuapelayanan', 'cepat', 'dan', 'tidak', 'merugikan', 'pelanggannya', 'good']",positif
['bagus'],positif
"['banyak', 'iklan']",negatif
[],positif
['suka'],positif
['baik'],positif
"['gk', 'bisa', 'di', 'dowloand', 'me', 'gimna', 'ya']",negatif
"['sdh', 'terima', 'pesanan', 'lewat', 'shopee', 'lumayan', 'jg', 'krn', 'sdh', 'terjangkau', 'kurir', 'terimakasih', 'shopee']",positif
"['pelayanan', 'shopee', 'bagus', 'dan', 'alhmdulilah', 'selama', 'ini', 'lancar', 'dan', 'blm', 'pernh', 'dikecewakn']",positif
['buruk'],negatif
"['tolong', 'duperbaiki', 'aplikasinya', 'lumayan', 'lemot', 'padahal', 'saya', 'pake', 'kuota']",negatif
"['semoga', 'terus', 'amanah']",positif
"['sangat', 'bagus']",positif
"['bagus', 'sih', 'cuman', 'pas', 'masuk', 'melihat', 'keranjang', 'saya', 'tiba-tiba', 'eror', 'hp', 'saya', 'untung', 'tidak', 'apa', 'apa']",positif
['loss'],negatif
"['aplikasi', 'yang', 'bagus', 'buat', 'beli', 'barang', 'dan', 'kebutuhan', 'lainya']",positif
"['toko', 'online', 'terbaik', 'hingga', 'sekarang', 'yg', 'ada', 'di', 'indonesia']",positif
"['shopee', 'is', 'the', 'best']",positif
"['saya', 'sangat', 'senang', 'dan', 'puas']",positif
"['lelet', 'kale', 'pengiriman', 'sortir', 'kok', 'kaya', 'milih²', 'janda']",negatif
"['klo', 'pembaruan', 'jangan', 'lemotin', 'si', 'aplikasi', 'nya', 'pembaruan', 'kok', 'lemot', 'banget', 'mau', 'pesen', 'barang', 'juga', 'bikin', 'kesel', 'aja']",negatif
"['sangat', 'menbantu']",positif
['ok'],positif
"['maafkenapa', 'ya', 'ga', 'ada', 'ongkirnya', 'kok', 'aneh', 'ya']",negatif
"['apk', 'shopy', 'sangat', 'membantu', 'blanja', 'online']",positif
"['saya', 'daftar', 'sebagai', 'penjual', 'tapi', 'pas', 'saya', 'dah', 'menyelesaikan', 'postingan', 'pertama', 'saya', 'dan', 'mau', 'pencet', 'tombol', 'kirim', 'katanyabatal', 'disimpan', 'itu', 'kenapa', 'ya']",negatif
"['kalo', 'mau', 'belanja', 'tinggal', 'beli', 'sekarang']",positif
"['toko', 'penjualan', 'online', 'yang', 'lengkap', 'terpercaya', 'dan', 'sangat', 'memudahkan', 'para', 'pembeli', 'belanja', 'produk', 'indonesia', 'tanpa', 'ribet', 'thanks', 'shopee']",positif
['hip'],positif
['bagus'],positif
"['terima', 'kasih', 'sopi', 'telah', 'membantu', 'perekonomian', 'saya']",positif
"['bug', 'semakin', 'parah']",negatif
"['oke', 'sip', 'info', 'nya']",positif
"['terima', 'kasih', 'shopee', 'telah', 'pelayanan', 'luar', 'biasa']",positif
"['pelayanan', 'cepat', 'dan', 'bagus']",positif
"['iklan', 'yang', 'sering', 'muncul', 'sangat', 'mengganngujadi', 'tidak', 'simpatik']",negatif
"['mengapa', 'aplikasi', 'shoope', 'makan', 'lama', 'makin', 'agak', 'berat', 'gak', 'spt', 'yg', 'dulu']",negatif
"['suka', 'bingit']",positif
"['siap', 'pak']",positif
"['tindak', 'tegas', 'vendor', 'nakal', 'yang', 'tidak', 'bisa', 'returnmerugikan', 'konsumen']",negatif
"['iklan', 'shopee', 'kok', 'keluar', 'terus', 'hp', 'saya', 'sangat', 'menganggu']",negatif
['mudah'],positif
"['good', 'app']",positif
"['sukses', 'selalu', 'buat', 'shopee', 'dan', 'jangan', 'lupa', 'tambahkan', 'limit', 'spinjam', 'nya']",positif
"['iklan', 'aplikasi', 'ini', 'menutup', 'layar', 'mengganggu', 'privasi']",negatif
['uhuy'],positif
"['shopee', 'doang', 'yg', 'bisa', 'di', 'percaya']",positif
"['terimakasih', 'om', 'tante', 'sudah', 'menjadi', 'solusi', 'memenuhi', 'ke', 'inginan', 'akau']",positif
"['bagus', 'aplikasi', 'nya']",positif
"['apl', 'nya', 'sangat', 'baik']",positif
"['makin', 'lelet']",negatif
"['yang', 'bilang', 'aplikasinya', 'lemot', 'berarti', 'hp', 'lu', 'kentang']",positif
"['shopee', 'gitu']",positif
"['jadi', 'seller', 'pemula', 'agak', 'susah', 'lakunya', 'ya']",positif
['mantap'],positif
"['udah', 'lemot', 'kualitas', 'nya', 'jelek', 'duit', 'bonus', 'ga', 'bisa', 'diambil', 'bisa', 'bisa', 'banyak', 'yang', 'pindah', 'aplikasi', 'nih']",negatif
"['baik', 'buat', 'belanja', 'tanpa', 'pergi', 'ke', 'toko']",positif
"['enaknya', 'aplikasi', 'ini', 'banya', 'gratis', 'ongkirnya']",positif
"['kenapa', 'ya', 'pengajuan', 'paylater', 'nya', 'gabisa', 'gituudah', 'dicoba', 'berkali', 'kali', 'juga', 'tetep', 'sama', 'gabisa', 'jugaapa', 'mungkin', 'kendala', 'atau', 'memang', 'gabolehin', 'utang', 'ini', 'hihi']",negatif
"['katanya', 'gratis', 'ongkir', 'nyatanya', 'cuma', 'potongan', 'doank', 'mending', 'beli', 'disini', 'lbih', 'murah', 'dri', 'pada', 'beli', 'online', 'gk', 'kelamaan', 'nunggu']",negatif
"['apk', 'bagus']",positif
"['sangat', 'luar', 'biasaah']",positif
"['nyuruh', 'belanja', 'mulu', 'tapi', 'ngasih', 'limit', 'paylater', 'kayak', 'bocah', 'cuma', 'rbdalam', 'sebulan', 'bisa', 'top', 'up', 'gara', 'limit', 'kecil', 'ogah', 'gw', 'belanja', 'kalau', 'ga', 'naik', 'limit']",negatif
"['apk', 'bagus']",positif
